netid,number,term,grade
aam79,12572,2019 Spring Term,86
asf45,18277,2017 Fall Term,89
adl41,15348,2018 Spring Term,87
aab75,17124,2018 Spring Term,75
asf47,18270,2017 Fall Term,98
aef29,9789,2019 Spring Term,85
ahr16,12979,2019 Spring Term,96
asb79,7906,2019 Spring Term,76
aps55,15262,2019 Spring Term,87
alk51,17806,2019 Spring Term,81
aps54,14315,2018 Fall Term,88
aem82,7627,2018 Fall Term,78
alt51,20776,2018 Fall Term,83
ash70,25220,2018 Fall Term,95
aep37,7625,2017 Fall Term,87
ase24,16958,2018 Fall Term,95
abk35,22965,2017 Fall Term,82
abl29,9194,2018 Fall Term,86
ajr71,22805,2018 Fall Term,82
abf18,10977,2019 Spring Term,97
bac33,4932,2017 Fall Term,91
aha19,22329,2018 Spring Term,77
arw69,20824,2018 Spring Term,88
art35,20797,2017 Fall Term,93
ans66,15334,2018 Spring Term,94
aec53,19765,2017 Fall Term,77
aje24,5033,2018 Fall Term,84
adm39,23232,2018 Fall Term,78
ayc17,2313,2019 Spring Term,95
asm74,82,2017 Fall Term,95
aro19,16389,2018 Fall Term,87
alz18,17806,2019 Spring Term,95
adw18,5027,2019 Spring Term,88
atb45,7253,2018 Fall Term,85
and24,20325,2017 Fall Term,98
ans81,2586,2018 Spring Term,92
amk90,7796,2018 Fall Term,91
aep37,24969,2018 Fall Term,93
adw43,9150,2019 Spring Term,85
aww30,2586,2019 Spring Term,95
aeb87,8322,2017 Fall Term,75
abt23,4062,2018 Spring Term,98
aew53,1853,2018 Fall Term,77
asr38,18275,2019 Spring Term,92
atr24,17806,2017 Fall Term,89
asc67,16389,2018 Fall Term,82
asr28,7884,2017 Fall Term,78
amg97,15348,2018 Fall Term,93
atb28,19482,2018 Fall Term,79
acj21,25279,2019 Spring Term,99
aro13,20138,2018 Spring Term,76
ajr74,22409,2018 Fall Term,77
arw69,24432,2019 Spring Term,91
arc71,22675,2018 Fall Term,93
aec50,7019,2017 Fall Term,92
ans66,17806,2017 Fall Term,99
ard51,6298,2018 Spring Term,75
anb57,1860,2019 Spring Term,91
ais30,4278,2018 Fall Term,89
amr89,7276,2017 Fall Term,79
asc57,23130,2018 Fall Term,85
avs28,19765,2019 Spring Term,84
adk16,13857,2018 Fall Term,96
abc50,15263,2019 Spring Term,91
agr25,12977,2018 Spring Term,76
asa39,19065,2018 Spring Term,75
aaf15,17499,2018 Spring Term,88
akd16,17124,2017 Fall Term,89
aam65,12977,2019 Spring Term,80
alk44,24349,2019 Spring Term,81
acs98,23539,2017 Fall Term,90
amr81,22942,2018 Fall Term,96
acj35,7528,2017 Fall Term,83
ahw26,1397,2018 Spring Term,93
arl41,17124,2019 Spring Term,96
acv13,18963,2019 Spring Term,75
atc42,12640,2018 Fall Term,96
agk21,1465,2018 Spring Term,94
apw10,7906,2018 Fall Term,85
act39,23278,2018 Spring Term,80
abb57,13670,2019 Spring Term,90
arg44,5720,2018 Spring Term,86
afc27,22918,2018 Fall Term,90
ahs50,9781,2017 Fall Term,96
alw89,22912,2018 Spring Term,77
ala24,25187,2018 Fall Term,96
ahp13,6792,2019 Spring Term,93
abs72,8766,2018 Fall Term,87
ata19,25279,2019 Spring Term,99
ast29,20824,2017 Fall Term,94
ajg62,3815,2018 Spring Term,90
alt51,22905,2019 Spring Term,99
agd26,3513,2018 Spring Term,90
asm90,18282,2017 Fall Term,78
asz13,24432,2019 Spring Term,94
aab75,9781,2019 Spring Term,82
bab99,24349,2017 Fall Term,77
acm61,6793,2019 Spring Term,98
asl61,5237,2017 Fall Term,85
alk42,7253,2017 Fall Term,75
agw31,24969,2018 Spring Term,80
acj13,8766,2019 Spring Term,98
amj55,2046,2018 Spring Term,87
afm20,6503,2017 Fall Term,90
atf24,22156,2017 Fall Term,77
abs75,5026,2017 Fall Term,82
ajw76,3511,2019 Spring Term,76
aje30,25029,2018 Spring Term,89
arl26,25279,2018 Spring Term,96
aje24,1860,2018 Spring Term,88
amj62,2974,2018 Spring Term,91
alj39,82,2019 Spring Term,81
art35,22203,2017 Fall Term,94
ahl26,4925,2017 Fall Term,90
ace19,1403,2017 Fall Term,80
aje24,3033,2019 Spring Term,97
all72,1860,2019 Spring Term,90
alh93,2586,2019 Spring Term,81
acd41,8062,2019 Spring Term,91
arh86,10022,2017 Fall Term,85
aim11,18277,2017 Fall Term,77
ajz10,23658,2017 Fall Term,76
afc22,22906,2018 Fall Term,94
ajc74,4773,2017 Fall Term,84
asa57,5029,2019 Spring Term,91
ajl73,7884,2018 Fall Term,82
acs97,8048,2017 Fall Term,94
asv13,14567,2017 Fall Term,98
aps55,21412,2017 Fall Term,80
asc69,7627,2018 Fall Term,77
ajj29,19482,2017 Fall Term,85
ana25,19468,2017 Fall Term,92
adh61,24656,2019 Spring Term,86
acn12,22914,2019 Spring Term,95
asr38,20138,2018 Spring Term,99
ajp53,24432,2017 Fall Term,92
amf80,5833,2018 Spring Term,82
acs93,22675,2017 Fall Term,88
asw57,23676,2017 Fall Term,98
asp44,20824,2017 Fall Term,95
ald59,4278,2017 Fall Term,80
alf32,2586,2019 Spring Term,84
aar26,23922,2018 Spring Term,83
amo34,23351,2017 Fall Term,82
aaf19,13594,2018 Fall Term,99
aam85,4062,2017 Fall Term,96
ajr91,3807,2018 Fall Term,79
atf23,23230,2018 Spring Term,91
arh58,19023,2018 Fall Term,77
arw63,7906,2018 Fall Term,85
ajt48,25279,2018 Spring Term,84
ajz10,4062,2017 Fall Term,82
acb84,24426,2018 Spring Term,96
ach44,7975,2019 Spring Term,83
ant28,7529,2018 Fall Term,95
asd26,24825,2017 Fall Term,91
ajf37,25220,2018 Fall Term,95
bac38,22912,2018 Spring Term,96
ajp78,22912,2018 Spring Term,86
atg18,20906,2018 Spring Term,92
agm57,22918,2019 Spring Term,81
asn22,7019,2018 Spring Term,90
aem92,22156,2017 Fall Term,94
asf47,20820,2018 Spring Term,84
ais30,22918,2019 Spring Term,88
asb90,4926,2019 Spring Term,83
ajp54,6298,2018 Fall Term,93
apl18,20953,2019 Spring Term,90
asa58,9586,2018 Fall Term,79
aep56,13815,2018 Spring Term,92
amr82,5903,2017 Fall Term,91
aar25,24914,2017 Fall Term,99
acz10,20188,2018 Fall Term,85
arc88,12940,2018 Spring Term,79
atl18,24135,2017 Fall Term,85
bac38,22914,2018 Fall Term,84
ata19,23123,2018 Fall Term,89
ath36,2315,2018 Fall Term,82
abg28,23278,2018 Spring Term,79
arh66,8322,2019 Spring Term,78
arc75,12571,2019 Spring Term,80
aek43,24576,2017 Fall Term,94
ahf12,2041,2018 Spring Term,79
acn20,25029,2019 Spring Term,93
asc78,4422,2018 Spring Term,83
alt68,25279,2018 Spring Term,98
ajv21,21967,2018 Spring Term,86
ahh26,14770,2018 Fall Term,93
abd30,22942,2018 Fall Term,90
arb71,22914,2019 Spring Term,77
alj48,8062,2018 Spring Term,97
aar37,23539,2017 Fall Term,95
ayl26,20906,2018 Spring Term,76
ase24,5902,2018 Fall Term,84
amr81,8048,2017 Fall Term,75
aab83,8048,2017 Fall Term,75
adg55,12977,2018 Spring Term,91
ajw84,23232,2017 Fall Term,83
abw53,22156,2018 Fall Term,90
ack42,22156,2017 Fall Term,92
all78,8048,2017 Fall Term,96
asa59,15348,2018 Fall Term,79
adl49,22156,2017 Fall Term,96
aam98,7453,2019 Spring Term,97
arl48,21526,2018 Spring Term,97
aep37,2315,2018 Spring Term,83
agg16,22912,2019 Spring Term,90
agh22,2965,2018 Fall Term,91
agb44,210,2018 Fall Term,76
ajf40,24135,2017 Fall Term,83
ajw84,6495,2017 Fall Term,82
acj21,24704,2018 Fall Term,99
asp45,23540,2017 Fall Term,92
ars94,19913,2018 Spring Term,87
aks64,18255,2018 Spring Term,96
asp49,10020,2018 Spring Term,99
adf23,7550,2018 Fall Term,79
ajw76,22534,2019 Spring Term,77
anl27,25155,2019 Spring Term,98
adh66,5716,2019 Spring Term,81
acv13,24372,2018 Spring Term,85
abw53,20350,2018 Fall Term,87
aar26,17806,2018 Spring Term,85
acl39,18808,2017 Fall Term,96
aah29,13851,2018 Spring Term,86
acg59,7550,2019 Spring Term,90
aab83,12978,2019 Spring Term,88
arc87,19482,2018 Fall Term,76
ajc74,24135,2017 Fall Term,79
avb11,17124,2017 Fall Term,97
amg89,15067,2019 Spring Term,81
aal26,10022,2017 Fall Term,88
acl57,4062,2018 Fall Term,79
aea33,8048,2017 Fall Term,90
aep56,9194,2018 Fall Term,84
atg18,23123,2018 Fall Term,97
ajj23,19765,2018 Spring Term,98
afs37,2315,2018 Fall Term,75
aen13,22675,2018 Fall Term,75
ama90,23540,2018 Fall Term,97
arm91,22914,2018 Spring Term,83
asj19,4764,2019 Spring Term,80
aec41,16219,2018 Fall Term,81
avb11,12979,2019 Spring Term,78
aej28,9781,2017 Fall Term,84
ant28,23288,2017 Fall Term,87
akk36,24969,2018 Fall Term,92
aml88,10025,2018 Fall Term,75
aep39,18808,2017 Fall Term,81
and24,13103,2018 Fall Term,80
asm74,3513,2017 Fall Term,97
ajv16,8048,2017 Fall Term,90
acs89,6793,2019 Spring Term,90
adg55,19468,2018 Fall Term,91
avs28,16875,2018 Fall Term,90
ajl83,23299,2017 Fall Term,85
aeb94,4419,2019 Spring Term,84
act47,20818,2018 Fall Term,90
ant24,24914,2018 Fall Term,85
akm55,16875,2019 Spring Term,83
agd33,3511,2018 Spring Term,93
aep37,16875,2018 Spring Term,83
arl48,24410,2019 Spring Term,83
asb42,3815,2018 Spring Term,79
apa20,22156,2017 Fall Term,97
afc27,12940,2019 Spring Term,80
aak49,6839,2018 Fall Term,94
adk35,22905,2019 Spring Term,91
amh89,25220,2018 Fall Term,99
acv13,23651,2018 Spring Term,82
amf80,22177,2017 Fall Term,88
asb42,24135,2017 Fall Term,96
apa17,3740,2017 Fall Term,86
bac33,4422,2018 Spring Term,86
ats33,513,2018 Spring Term,84
atg18,1397,2019 Spring Term,88
ajt44,22534,2018 Spring Term,93
ars83,8062,2018 Fall Term,95
amp96,22914,2018 Fall Term,93
acl43,19468,2019 Spring Term,96
ajt44,15348,2017 Fall Term,80
ard44,18808,2017 Fall Term,99
adw18,13815,2019 Spring Term,88
ans63,12640,2017 Fall Term,97
aej28,9131,2019 Spring Term,86
ava17,7884,2018 Fall Term,89
asv17,1860,2019 Spring Term,95
ajw50,6793,2018 Spring Term,96
arh75,6298,2017 Fall Term,97
afw13,3824,2019 Spring Term,87
akh36,4417,2019 Spring Term,91
asc78,6840,2019 Spring Term,89
aks64,7884,2018 Fall Term,75
afa16,2523,2019 Spring Term,91
asb73,17941,2018 Spring Term,96
apk22,22177,2018 Fall Term,89
ajm70,18963,2018 Spring Term,94
avh12,14970,2019 Spring Term,77
apf22,513,2018 Spring Term,79
aks64,8048,2017 Fall Term,77
arl48,22805,2018 Fall Term,80
anw36,3824,2018 Spring Term,92
asb78,4771,2018 Fall Term,92
amf80,22912,2018 Spring Term,94
alf32,5720,2017 Fall Term,93
adp33,1461,2018 Fall Term,83
ado21,9194,2018 Fall Term,78
art40,14971,2017 Fall Term,86
acw64,5833,2019 Spring Term,84
atf21,25279,2018 Spring Term,75
anb53,22912,2018 Fall Term,80
aar37,25155,2018 Spring Term,75
ahk23,1004,2018 Spring Term,77
akg36,22918,2019 Spring Term,99
ahj10,21369,2017 Fall Term,75
acn20,19765,2018 Spring Term,97
amt75,9576,2018 Fall Term,96
aef38,7253,2018 Fall Term,84
adc55,7529,2018 Fall Term,79
awj12,22965,2017 Fall Term,93
agp11,24656,2019 Spring Term,81
aha24,2041,2019 Spring Term,75
agp11,18465,2018 Fall Term,80
adp32,22912,2017 Fall Term,81
ats46,13851,2019 Spring Term,98
ach70,2523,2018 Fall Term,83
alr42,9789,2018 Fall Term,76
aar37,23034,2017 Fall Term,99
alp58,20823,2018 Fall Term,93
alh93,6298,2018 Fall Term,89
agd18,7697,2018 Fall Term,92
aak29,19065,2018 Spring Term,97
ava14,15228,2018 Spring Term,99
arl48,5020,2019 Spring Term,81
agm57,22914,2019 Spring Term,79
aad30,14970,2019 Spring Term,91
acj33,23204,2018 Fall Term,95
adh55,22914,2018 Fall Term,96
and27,24656,2019 Spring Term,93
atf23,6875,2018 Fall Term,99
ajo14,7974,2018 Fall Term,83
ana24,4278,2018 Spring Term,89
ajl73,20906,2018 Fall Term,94
ajr84,17911,2018 Fall Term,75
arl48,16881,2018 Fall Term,99
abb50,8062,2018 Spring Term,76
ars91,17292,2017 Fall Term,82
alk42,1853,2018 Fall Term,89
amv34,5904,2017 Fall Term,96
adk35,24372,2018 Spring Term,90
ash75,7528,2018 Spring Term,76
aam62,4419,2018 Fall Term,95
adp33,1876,2018 Fall Term,75
alp58,23540,2017 Fall Term,99
asb73,9781,2018 Spring Term,93
aww30,10022,2018 Spring Term,97
anm43,6840,2019 Spring Term,87
agk21,7625,2017 Fall Term,81
amp96,20357,2018 Spring Term,91
adf31,8048,2017 Fall Term,81
abl29,15348,2018 Fall Term,91
asf47,20138,2018 Spring Term,89
acg59,7974,2017 Fall Term,95
acf33,22409,2017 Fall Term,98
atc35,20138,2019 Spring Term,80
acg58,23540,2018 Fall Term,78
aec41,7453,2018 Fall Term,79
aek27,23230,2019 Spring Term,83
asg43,8322,2019 Spring Term,94
afs34,14770,2018 Fall Term,81
aef37,3513,2018 Fall Term,88
ary14,12977,2019 Spring Term,95
acj26,10977,2017 Fall Term,75
agw31,8062,2017 Fall Term,77
ajp54,22912,2017 Fall Term,96
adw54,1004,2018 Spring Term,90
amj62,5020,2018 Fall Term,77
apa17,12572,2019 Spring Term,79
ajl89,16219,2018 Fall Term,75
ank26,19482,2019 Spring Term,98
asa59,8322,2018 Spring Term,75
ajc74,5687,2017 Fall Term,89
adc79,23520,2018 Spring Term,84
att11,16221,2019 Spring Term,78
ajr91,17806,2018 Fall Term,99
ajt50,19765,2017 Fall Term,80
apf23,7550,2018 Spring Term,75
adw43,19400,2017 Fall Term,98
aje24,10977,2019 Spring Term,84
arc66,19468,2017 Fall Term,75
aac20,22766,2018 Spring Term,79
ahf13,13076,2017 Fall Term,99
all78,25279,2019 Spring Term,97
avs26,4278,2017 Fall Term,98
aac45,13046,2018 Spring Term,89
acl39,5833,2018 Spring Term,91
akt21,19923,2018 Spring Term,97
aal26,20324,2018 Fall Term,82
ajm70,4278,2019 Spring Term,83
alj51,25187,2018 Fall Term,94
asw57,16036,2017 Fall Term,82
acn21,23540,2018 Fall Term,94
akb53,9789,2018 Fall Term,77
ahw29,8062,2018 Spring Term,96
atr22,7528,2018 Fall Term,90
aak42,8766,2017 Fall Term,99
adm58,1461,2018 Spring Term,86
adh55,12640,2018 Fall Term,85
adw66,17499,2018 Spring Term,75
acs99,22918,2019 Spring Term,90
aja34,9150,2019 Spring Term,77
aeb94,20776,2017 Fall Term,82
aab73,12571,2018 Spring Term,84
arc88,23351,2017 Fall Term,94
akh47,22918,2017 Fall Term,80
aek43,21080,2018 Spring Term,89
adc55,13594,2017 Fall Term,75
ahw26,6792,2017 Fall Term,99
asb81,23278,2018 Fall Term,94
bab99,14770,2018 Fall Term,94
ahn14,9781,2018 Spring Term,91
apl18,1004,2018 Fall Term,75
asb94,19023,2018 Spring Term,83
anm43,25098,2018 Spring Term,90
aej28,1397,2019 Spring Term,76
aef44,5720,2018 Spring Term,80
arc88,7274,2018 Spring Term,84
aam62,81,2018 Fall Term,94
akb71,20138,2018 Spring Term,93
ajl82,22156,2018 Fall Term,99
ajl88,5028,2017 Fall Term,83
aec50,6840,2019 Spring Term,84
ags53,15230,2018 Spring Term,94
amf80,17526,2018 Fall Term,86
adt25,1854,2018 Spring Term,89
anm49,24776,2019 Spring Term,75
aef42,2586,2019 Spring Term,78
akr34,7697,2018 Fall Term,75
aem91,20953,2018 Fall Term,95
aab75,22675,2018 Fall Term,77
ajd43,21852,2018 Spring Term,75
alc91,13180,2017 Fall Term,80
arh58,25707,2019 Spring Term,83
acb99,25155,2018 Spring Term,95
abb54,13857,2019 Spring Term,95
adm60,24432,2018 Fall Term,96
ach71,1403,2018 Fall Term,92
asd41,22942,2018 Fall Term,99
amg73,5904,2017 Fall Term,99
aad32,2046,2019 Spring Term,88
ajk79,15263,2019 Spring Term,82
acr53,9789,2019 Spring Term,89
ags53,22156,2018 Fall Term,77
alh93,1461,2019 Spring Term,86
anh41,13180,2018 Fall Term,88
aak49,3815,2018 Fall Term,89
aaj23,7788,2017 Fall Term,93
anm46,15262,2019 Spring Term,98
amk85,8062,2018 Spring Term,87
acf33,24372,2018 Spring Term,98
aar25,24410,2018 Spring Term,90
ajp61,14315,2018 Fall Term,97
ame36,22675,2017 Fall Term,90
afm20,3740,2017 Fall Term,75
ast28,5716,2018 Spring Term,81
aas85,3033,2019 Spring Term,82
abb66,5716,2018 Spring Term,99
acj26,19765,2019 Spring Term,99
ant28,13848,2019 Spring Term,83
amr88,1406,2019 Spring Term,97
aap45,16881,2018 Fall Term,99
aae21,9194,2018 Fall Term,75
abe13,24915,2017 Fall Term,95
acc69,22534,2018 Spring Term,95
ahs50,4062,2018 Fall Term,99
abc52,13076,2017 Fall Term,94
ans63,3807,2018 Spring Term,83
abc52,16850,2017 Fall Term,89
abt23,22156,2017 Fall Term,87
ack42,7529,2018 Fall Term,84
aac45,22675,2017 Fall Term,92
aab74,18029,2017 Fall Term,97
ahr16,5687,2017 Fall Term,81
acj34,13076,2018 Fall Term,93
adf24,8766,2019 Spring Term,88
aan18,13857,2019 Spring Term,87
apb44,23651,2019 Spring Term,97
agw28,19468,2019 Spring Term,92
bad16,7258,2018 Spring Term,84
ars93,3740,2018 Fall Term,83
amt69,23529,2019 Spring Term,99
aak48,1853,2018 Spring Term,82
asm79,21852,2019 Spring Term,99
asa45,9789,2018 Spring Term,94
akt24,13957,2018 Spring Term,83
atg18,3511,2019 Spring Term,82
adw18,16955,2017 Fall Term,77
ash75,12638,2018 Fall Term,90
acj13,5026,2018 Spring Term,78
akk45,14970,2019 Spring Term,77
asm79,9150,2017 Fall Term,81
abf18,5796,2019 Spring Term,77
abb57,19023,2018 Spring Term,75
agc35,13046,2019 Spring Term,80
ajf37,24656,2019 Spring Term,76
aaf15,17124,2018 Spring Term,92
arm85,5800,2017 Fall Term,86
acj21,13594,2017 Fall Term,75
adm60,15531,2018 Spring Term,76
abt23,6875,2018 Spring Term,78
afm32,10030,2018 Spring Term,91
ajr71,17498,2018 Fall Term,91
asc67,23288,2017 Fall Term,80
aws31,14970,2018 Spring Term,94
aen20,19923,2018 Spring Term,82
asb42,1461,2017 Fall Term,88
afg16,23568,2018 Fall Term,82
anc52,17410,2018 Fall Term,96
ava17,24135,2018 Fall Term,80
agg16,20357,2019 Spring Term,92
atr22,21550,2017 Fall Term,87
ahk23,14970,2018 Fall Term,81
anw36,6496,2018 Spring Term,99
aca33,24704,2017 Fall Term,83
acm91,6875,2017 Fall Term,98
adw63,18255,2018 Spring Term,77
asb81,2315,2018 Spring Term,78
agd18,16875,2017 Fall Term,89
ahf13,7796,2018 Fall Term,85
afs28,10020,2019 Spring Term,80
afg14,2974,2018 Spring Term,75
abc49,7906,2019 Spring Term,86
afh11,5577,2017 Fall Term,98
aam65,25155,2018 Spring Term,89
akh40,3824,2019 Spring Term,79
bac33,9781,2017 Fall Term,91
ayt10,5833,2018 Spring Term,84
all75,19643,2017 Fall Term,86
ans81,13594,2018 Fall Term,92
aar26,7529,2017 Fall Term,90
aaa91,6792,2017 Fall Term,92
and36,9781,2017 Fall Term,99
alp49,9194,2018 Fall Term,75
amf84,20350,2018 Fall Term,82
adw63,9150,2018 Spring Term,97
agp15,13076,2017 Fall Term,86
arh58,23540,2018 Fall Term,87
aal26,22130,2017 Fall Term,89
aem19,23123,2018 Fall Term,76
ats46,25557,2019 Spring Term,98
atf21,22156,2018 Fall Term,87
asb78,25098,2019 Spring Term,89
aaj23,5237,2017 Fall Term,99
ajg76,4932,2018 Fall Term,83
ajt47,19913,2017 Fall Term,86
arl41,23230,2019 Spring Term,94
ase24,24915,2018 Fall Term,85
asv13,2523,2017 Fall Term,79
ach55,7529,2017 Fall Term,87
aln22,5028,2018 Spring Term,88
apj11,82,2019 Spring Term,94
ajl88,23876,2018 Spring Term,75
adf35,5904,2017 Fall Term,75
asv13,7788,2018 Fall Term,90
asp45,13180,2018 Fall Term,91
aab83,23278,2017 Fall Term,79
agn21,24420,2018 Spring Term,93
aam33,15228,2018 Spring Term,91
ack42,2523,2019 Spring Term,77
ami10,8766,2018 Spring Term,99
and29,22918,2019 Spring Term,99
alw97,2759,2018 Fall Term,98
ana19,1853,2018 Fall Term,84
aef29,1461,2018 Spring Term,90
aje30,25105,2019 Spring Term,76
ars93,17124,2018 Spring Term,84
afc26,3824,2019 Spring Term,85
avd16,7975,2018 Spring Term,99
alk43,13815,2019 Spring Term,91
aaj23,19023,2017 Fall Term,78
akr43,7453,2019 Spring Term,95
asa48,14970,2018 Fall Term,85
art35,21967,2019 Spring Term,84
aah41,23351,2017 Fall Term,79
arh86,24914,2017 Fall Term,97
awg13,7276,2018 Fall Term,75
akh21,9150,2018 Spring Term,76
alz15,14970,2018 Spring Term,86
asy13,21369,2018 Fall Term,97
afc27,17911,2018 Fall Term,81
asy13,15262,2018 Fall Term,87
aag44,24776,2019 Spring Term,75
ahc12,1461,2017 Fall Term,95
akr39,4773,2018 Fall Term,86
ajr91,8322,2018 Spring Term,84
aks64,24825,2017 Fall Term,80
apk21,5903,2017 Fall Term,95
aia11,3513,2018 Spring Term,87
acm61,23922,2019 Spring Term,92
ach49,7697,2018 Fall Term,90
aek42,22914,2019 Spring Term,96
asw61,24138,2017 Fall Term,91
arb71,20350,2018 Fall Term,88
aem65,17911,2019 Spring Term,98
all78,15230,2018 Spring Term,90
anm49,3815,2019 Spring Term,86
afp15,19468,2018 Fall Term,99
ajw76,14567,2018 Spring Term,79
akh36,1860,2018 Spring Term,96
ahm25,22156,2018 Fall Term,77
alj51,1397,2018 Spring Term,78
aks62,18276,2019 Spring Term,94
ard44,6875,2019 Spring Term,91
app25,5902,2017 Fall Term,96
afj11,2041,2019 Spring Term,77
abc50,12979,2019 Spring Term,78
abt23,14770,2018 Fall Term,96
aef37,7528,2018 Spring Term,98
aeg47,20824,2018 Spring Term,98
aat18,18102,2017 Fall Term,93
ahl24,1860,2018 Spring Term,97
avn11,9781,2018 Fall Term,95
anl27,17410,2018 Fall Term,85
alj52,19765,2019 Spring Term,95
ajc94,13815,2018 Spring Term,82
arh75,24138,2017 Fall Term,98
avs22,16875,2018 Fall Term,95
agk17,21967,2018 Spring Term,83
asw57,20820,2019 Spring Term,86
aos12,25707,2019 Spring Term,75
avs26,17410,2018 Fall Term,84
anw36,13848,2019 Spring Term,80
abb66,16881,2019 Spring Term,90
apk22,19765,2018 Spring Term,93
asc67,18808,2017 Fall Term,78
adc55,5902,2017 Fall Term,83
ajf40,3815,2018 Fall Term,85
acj26,22906,2017 Fall Term,86
adh55,23214,2017 Fall Term,76
aec50,16850,2017 Fall Term,96
aam66,8766,2018 Spring Term,88
ark45,9150,2019 Spring Term,93
atp24,13594,2018 Fall Term,85
afm32,1004,2018 Fall Term,86
acr36,22912,2019 Spring Term,80
agr18,19142,2018 Spring Term,93
arm88,17428,2019 Spring Term,75
ahw26,14567,2018 Spring Term,86
anc48,21080,2018 Spring Term,92
akh49,22177,2017 Fall Term,81
avs26,24656,2019 Spring Term,91
acr55,2313,2019 Spring Term,82
akc38,15334,2019 Spring Term,98
ajc74,21852,2018 Spring Term,88
